TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_GENOMEID
796942	strain	2_1239_186801_186802_186803_1213720_796942_796942.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Stomatobaculum_Stomatobaculumlongum_UnclassifiedStomatobaculumlongumstrain	0	271230
796943	strain	2_1239_186801_186802_186803_265975_1501329_796943	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumparvum	0	168517
796944	strain	2_1239_186801_186802_186803_265975_1501332_796944	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumasaccharolyticum	0	269828
1157393	strain	2_1239_91061_186826_81852_1350_1351_1157393	Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_Enterococcusfaecalis	0.0393	1033413
608534	strain	2_1239_186801_186802_186803_265975_652706_608534	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumsp_oraltaxon078	0	denovo2511.0
1410660	strain	2_1239_186801_186802_186803_140625_140626_1410660	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_Lachnobacteriumbovis	0	193680.1
43305	strain	2_1239_186801_186802_186803_830_43305_43305.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibrioproteoclasticus_UnclassifiedButyrivibrioproteoclasticusstrain	0	181717
1122607	strain	2_1224_28211_204441_41295_390876_390877_1122607	Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Nisaea_Nisaeadenitrificans	0.4127	denovo7143.0
1236518	strain	2_976_200643_171549_171552_838_589437_1236518	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellascopos	0	denovo7466.0
1792306	strain	2_1239_186801_186802_186803_1792306_1792306.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumC7_UnclassifiedLachnospiraceaebacteriumC7strain	0	174959
1157431	strain	2_1239_91061_186826_81852_1350_1352_1157431	Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_Enterococcusfaecium	0.1179	1756274
239935	strain	2_74201_203494_48461_1647988_239934_239935_239935.0	Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_Akkermansiamuciniphila_UnclassifiedAkkermansiamuciniphilastrain	0.001572327	denovo2874.0
239935.1	strain	2_74201_203494_48461_1647988_239934_239935_239935.1	Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_Akkermansiamuciniphila_UnclassifiedAkkermansiamuciniphilastrain	0.52672956	4306262
239935.2	strain	2_74201_203494_48461_1647988_239934_239935_239935.2	Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_Akkermansiamuciniphila_UnclassifiedAkkermansiamuciniphilastrain	0.000589623	denovo12698.0
239935.3	strain	2_74201_203494_48461_1647988_239934_239935_239935.3	Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_Akkermansiamuciniphila_UnclassifiedAkkermansiamuciniphilastrain	0.000786164	denovo1211.0
239935.4	strain	2_74201_203494_48461_1647988_239934_239935_239935.4	Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_Akkermansiamuciniphila_UnclassifiedAkkermansiamuciniphilastrain	0.001179245	denovo159.0
69960	strain	2_1224_28211_204441_41295_69959_69960_69960.0	Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Rhodospira_Rhodospiratrueperi_UnclassifiedRhodospiratrueperistrain	1.04E-05	325850.1
767031	strain	2_976_200643_171549_171552_838_28129_767031	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotelladenticola	0	denovo13136.0
1702221	strain	2_1239_526524_526525_128827_1729679_1702221_1702221.0	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Faecalibaculum_Faecalibaculumrodentium_UnclassifiedFaecalibaculumrodentiumstrain	0	denovo9942.0
665937	strain	2_1239_186801_186802_186803_207244_665937_665937.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_Anaerostipessp_3_2_56FAA_UnclassifiedAnaerostipessp_3_2_56FAAstrain	0	192777
358743	strain	2_1239_186801_186802_186803_1506553_358743_358743.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]citroniae_Unclassified[Clostridium]citroniaestrain	0	319219
1341156	strain	2_1239_186801_186802_541000_1263_1264_1341156	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusalbus	0	609589
1562970	strain	2_976_200643_171549_171551_1784836_1562970_1562970.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Fermentimonas_Fermentimonascaenicola_UnclassifiedFermentimonascaenicolastrain	0	179343
665949	strain	2_976_200643_171549_2005525_195950_665949_665949.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Tannerella_Tannerellasp_6_1_58FAA_CT1_UnclassifiedTannerellasp_6_1_58FAA_CT1strain	0	denovo12924.0
665950	strain	2_1239_186801_186802_186803_665950_665950.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacterium3_1_46FAA_UnclassifiedLachnospiraceaebacterium3_1_46FAAstrain	0	182712
665951	strain	2_1239_186801_186802_186803_665951_665951.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacterium8_1_57FAA_UnclassifiedLachnospiraceaebacterium8_1_57FAAstrain	0.001179245	denovo8828.0
665953	strain	2_976_200643_171549_815_816_28111_665953	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroideseggerthii	0	denovo8991.0
665956	strain	2_1239_186801_186802_541000_292632_665956_665956.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulumsp_4_3_54A2FAA_UnclassifiedSubdoligranulumsp_4_3_54A2FAAstrain	0	3016478
1679721	strain	2_1239_186801_186802_186803_1663717_1679721_1679721.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Herbinix_Herbinixluporum_UnclassifiedHerbinixluporumstrain	0	denovo3630.0
57706	strain	2_1224_1236_91347_543_544_57706_57706.0	Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacterbraakii_UnclassifiedCitrobacterbraakiistrain	0	676211
634436	strain	2_1224_1236_135622_72275_249523_634436_634436.0	Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Aestuariibacter_Aestuariibacteraggregatus_UnclassifiedAestuariibacteraggregatusstrain	0	193418.1
1423735	strain	2_1239_91061_186826_33958_1578_287844_1423735	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusconcavus	0	denovo2183.0
1423747	strain	2_1239_91061_186826_33958_1578_164393_1423747	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusfuchuensis	0	340960
1423759	strain	2_1239_91061_186826_33958_1578_468911_1423759	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillushordei	0	3946926
2025876	strain	2_976_200643_171549_2005525_375288_2025876_2025876.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_CT06_UnclassifiedParabacteroidessp_CT06strain	0	denovo256.0
1423772	strain	2_1239_91061_186826_33958_1578_1622_1423772	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusmurinus	0	denovo4995.1
1423777	strain	2_1239_91061_186826_33958_1578_303241_1423777	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusoeni	0	1513771
1298855	strain	2_1224_28211_204457_41297_165696_1298855_1298855.0	Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium_Novosphingobiumsp_B-7_UnclassifiedNovosphingobiumsp_B-7strain	0	4413214
1235787	strain	2_976_200643_171549_815_816_820_1235787	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesuniformis	0	4378081
999421	strain	2_976_200643_171549_2005525_375288_46503_999421	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidesmerdae	0.0393	denovo10319.0
1200557	strain	2_1239_909932_909929_1843491_82373_1200557_1200557.0	Bacteria_Firmicutes_Negativicutes_Selenomonadales_Selenomonadaceae_Anaerovibrio_Anaerovibriosp_RM50_UnclassifiedAnaerovibriosp_RM50strain	0	denovo5795.0
537006	strain	2_976_200643_171549_2005525_375288_387661_537006	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidesjohnsonii	0	195123
537007	strain	2_1239_186801_186802_186803_572511_1322_537007.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiahansenii_BlautiahanseniiDSM20583(genome0)	0	299171
537007.1	strain	2_1239_186801_186802_186803_572511_1322_537007.1	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiahansenii_BlautiahanseniiDSM20583(genome1)	0	649107
1423794	strain	2_1239_91061_186826_33958_1578_35787_1423794	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluspontis	0	denovo5065.0
537011	strain	2_976_200643_171549_171552_838_165179_537011	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellacopri	0	denovo10581.0
537013	strain	2_1239_186801_186802_541000_1508657_84026_537013	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]methylpentosum	0	187400
246198	strain	2_976_200643_171549_171552_838_28131_246198	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaintermedia	0	denovo7795.0
1409467	strain	2_1239_91061_1385_90964_1279_1280_1409467	Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Staphylococcus_Staphylococcusaureus	0	70830
363253	strain	2_1224_28221_213115_194924_41707_29546_363253	Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Lawsonia_Lawsoniaintracellularis	0	10512
168384	strain	2_1239_186801_186802_186803_248744_168384_168384.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_Marvinbryantiaformatexigens_UnclassifiedMarvinbryantiaformatexigensstrain	0	260456
997829	strain	2_976_200643_171549_171551_836_997829_997829.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonassp_KLE1280_UnclassifiedPorphyromonassp_KLE1280strain	0	denovo8373.1
1403335	strain	2_976_200643_171549_171551_836_837_1403335	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonasgingivalis	0	denovo1726.0
1403336	strain	2_976_200643_171549_171551_836_837_1403336	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonasgingivalis	0	228730.1
1423822	strain	2_1239_91061_186826_33958_1578_1610_1423822	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluscoryniformis	0.0786	187233
51663	strain	2_1239_91061_186826_33958_1253_51663_51663.0	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Pediococcus_Pediococcusdamnosus_UnclassifiedPediococcusdamnosusstrain	0	262634
51663.1	strain	2_1239_91061_186826_33958_1253_51663_51663.1	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Pediococcus_Pediococcusdamnosus_UnclassifiedPediococcusdamnosusstrain	0	denovo3138.0
258515	strain	2_1239_186801_186802_541000_258514_258515_258515.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Acetanaerobacterium_Acetanaerobacteriumelongatum_UnclassifiedAcetanaerobacteriumelongatumstrain	0	273737
1078087	strain	2_976_200643_171549_2005525_375288_1078087_1078087.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_HGS0025_UnclassifiedParabacteroidessp_HGS0025strain	0.020243711	4372003
1163743	strain	2_1224_29547_213849_72293_209_210_1163743	Bacteria_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_Helicobacterpylori	0	1141335
1408324	strain	2_1239_186801_186802_186803_1408324_1408324.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumMC2017_UnclassifiedLachnospiraceaebacteriumMC2017strain	0	833816
518636	strain	2_1239_186801_186802_186803_1506553_333367_518636	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]asparagiforme	0	162576
295405	strain	2_976_200643_171549_815_816_817_295405	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesfragilis	0.0763	181719
1204719	strain	2_976_200643_171549_909656_555313_1204719	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Phocaeicola_Phocaeicolaabscessus	0	denovo9308.0
997873	strain	2_976_200643_171549_815_816_47678_997873	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidescaccae	0	4381553
997875	strain	2_976_200643_171549_815_816_357276_997875	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesdorei	0.1244	denovo4376.0
997876	strain	2_976_200643_171549_815_816_357276_997876	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesdorei	0	denovo9337.0
1673717	strain	2_1239_186801_186802_541000_1924093_1673717_1673717.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaeromassilibacillus_Anaeromassilibacillussenegalensis_UnclassifiedAnaeromassilibacillussenegalensisstrain	0	267451
1227271	strain	2_976_200643_171549_171551_836_837_1227271	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonasgingivalis	0.0197	denovo6242.0
997880	strain	2_976_200643_171549_815_816_817_997880	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesfragilis	0	296045.1
137721	strain	2_1224_28211_204441_41295_191_137721_137721.0	Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_Azospirillumsp_B506_UnclassifiedAzospirillumsp_B506strain	0.000779781	denovo12065.1
1714682	strain	2_1239_91061_186826_33958_1578_1714682_1714682.0	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluspentosiphilus_UnclassifiedLactobacilluspentosiphilusstrain	0.004716981	851733
997883	strain	2_976_200643_171549_815_816_817_997883	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesfragilis	0	denovo2179.0
997884	strain	2_976_200643_171549_815_816_291645_997884	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesnordii	0	3154070
997885	strain	2_976_200643_171549_815_816_28116_997885	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesovatus	0.0109	4390319.1
997887	strain	2_976_200643_171549_815_816_291644_997887	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessalyersiae	0.0197	denovo9316.0
997888	strain	2_976_200643_171549_815_816_338188_997888	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesfinegoldii	0.0127	196664.1
997889	strain	2_976_200643_171549_815_816_820_997889	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesuniformis	0	2875735
997891	strain	2_976_200643_171549_815_816_821_997891	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesvulgatus	0.0197	4256470
997892	strain	2_976_200643_171549_815_816_371601_997892	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesxylanisolvens	0.1769	denovo1842.0
137733	strain	2_1239_91061_186826_186828_117563_137733_137733.0	Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Granulicatella_Granulicatellabalaenopterae_UnclassifiedGranulicatellabalaenopteraestrain	0	denovo10559.0
1227270	strain	2_976_200643_171549_171551_836_837_1227270	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonasgingivalis	0	268099
997895	strain	2_1239_186801_186802_186803_1506553_208479_997895	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]bolteae	0	denovo11906.0
1796616	strain	2_1239_186801_186802_186803_572511_1796616_1796616.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiasp_YL58_UnclassifiedBlautiasp_YL58strain	0	184966
997897	strain	2_1239_186801_186802_186803_1506553_208479_997897	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]bolteae	0	denovo13303.0
1313290	strain	2_1239_526524_526525_128827_1647_1648_1313290	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelothrix_Erysipelothrixrhusiopathiae	0	1871227
203275	strain	2_976_200643_171549_2005525_195950_28112_203275	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Tannerella_Tannerellaforsythia	0	denovo8150.0
1796620	strain	2_1239_186801_186802_541000_1918385_1796620_1796620.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Acutalibacter_Acutalibactermuris_UnclassifiedAcutalibactermurisstrain	0	146564.1
697329	strain	2_1239_186801_186802_541000_1263_1264_697329	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusalbus	0	187223
1045012	strain	2_1239_186801_186802_541000_1508657_288965_1045012	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]clariflavum	0	392918
649756	strain	2_1239_186801_186802_186803_207244_649756_649756.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_Anaerostipeshadrus_UnclassifiedAnaerostipeshadrusstrain	0	322900
649757	strain	2_1239_186801_186802_186803_207244_649756_649757	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_Anaerostipeshadrus	0	233991
1499682	strain	2_976_200643_171549_171550_239759_1499682_1499682.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipessp_AL-1_UnclassifiedAlistipessp_AL-1strain	0	denovo3683.0
1712675	strain	2_1239_526524_526525_128827_191303_1712675_1712675.0	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Turicibacter_Turicibactersp_H121_UnclassifiedTuricibactersp_H121strain	0	denovo13042.0
1280664	strain	2_1239_186801_186802_186803_830_1280664_1280664.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_VCD2006_UnclassifiedButyrivibriosp_VCD2006strain	0	180972
991789	strain	2_1239_186801_186802_186803_2039240_28446_991789.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerotignum_Anaerotignumpropionicum_AnaerotignumpropionicumDSM1682(genome0)	0.003734277	4094866
991789.1	strain	2_1239_186801_186802_186803_2039240_28446_991789.1	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerotignum_Anaerotignumpropionicum_AnaerotignumpropionicumDSM1682(genome1)	0	263828.1
322095	strain	2_976_200643_171549_171551_836_322095_322095.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonassomerae_UnclassifiedPorphyromonassomeraestrain	0.003664053	192316
562	strain	2_1224_1236_91347_543_561_562_562.0	Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Escherichia_Escherichiacoli_UnclassifiedEscherichiacolistrain	0	782953
1739319	strain	2_976_200643_171549_815_816_1739319_1739319.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_HMSC068A09_UnclassifiedBacteroidessp_HMSC068A09strain	0.001070334	4390319
303541	strain	2_1239_91061_186826_33958_1578_303541_303541.0	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusapis_UnclassifiedLactobacillusapisstrain	0	denovo2073.0
39498	strain	2_1239_186801_186802_186804_1913599_39498_39498.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptoanaerobacter_[Eubacterium]yurii_Unclassified[Eubacterium]yuriistrain	0	4460109
1200721	strain	2_1239_186801_186802_186803_1200721_1200721.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumRM5_UnclassifiedLachnospiraceaebacteriumRM5strain	0	denovo8808.1
469586	strain	2_976_200643_171549_815_816_469586_469586.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_1_1_6_UnclassifiedBacteroidessp_1_1_6strain	0.000393082	denovo7195.0
469587	strain	2_976_200643_171549_815_816_469587_469587.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_2_1_16_UnclassifiedBacteroidessp_2_1_16strain	0	denovo7482.0
469589	strain	2_976_200643_171549_815_816_469589_469589.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_2_1_33B_UnclassifiedBacteroidessp_2_1_33Bstrain	0.001052065	196664
469591	strain	2_976_200643_171549_2005525_375288_469591_469591.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_20_3_UnclassifiedParabacteroidessp_20_3strain	0	191251
469592	strain	2_976_200643_171549_815_816_469592_469592.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_3_1_19_UnclassifiedBacteroidessp_3_1_19strain	0	4401580
469593	strain	2_976_200643_171549_815_816_469593_469593.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_3_1_40A_UnclassifiedBacteroidessp_3_1_40Astrain	0	1135084
1761883	strain	2_976_200643_171549_171552_838_1761883_1761883.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellasp_kh1p2_UnclassifiedPrevotellasp_kh1p2strain	0	denovo10697.0
1415775	strain	2_1239_186801_186802_31979_1485_1561_1415775	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridiumbaratii	0	denovo10506.0
1761889	strain	2_976_200643_171549_171552_838_1761889_1761889.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellasp_tf2-5_UnclassifiedPrevotellasp_tf2-5strain	0	denovo2819.1
47715	strain	2_1239_91061_186826_33958_1578_47715_47715.0	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusrhamnosus_UnclassifiedLactobacillusrhamnosusstrain	0	denovo4463.0
47715.1	strain	2_1239_91061_186826_33958_1578_47715_47715.1	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusrhamnosus_UnclassifiedLactobacillusrhamnosusstrain	0	269058
1215078	strain	2_1239_186801_186802_186804_1870884_1496_1215078	Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridioides_Clostridioidesdifficile	0	4460109.1
1200747	strain	2_1239_186801_186802_186803_1200747_1200747.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumG11_UnclassifiedLachnospiraceaebacteriumG11strain	0	denovo4607.0
1227269	strain	2_976_200643_171549_171551_836_837_1227269	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonasgingivalis	0	175706
889453	strain	2_976_200643_1970189_558415_1193324_889453_889453.0	Bacteria_Bacteroidetes_Bacteroidia_Marinilabiliales_Marinilabiliaceae_Alkalitalea_Alkalitaleasaponilacus_UnclassifiedAlkalitaleasaponilacusstrain	0	denovo11146.0
889453.1	strain	2_976_200643_1970189_558415_1193324_889453_889453.1	Bacteria_Bacteroidetes_Bacteroidia_Marinilabiliales_Marinilabiliaceae_Alkalitalea_Alkalitaleasaponilacus_UnclassifiedAlkalitaleasaponilacusstrain	0	denovo6472.0
1200751	strain	2_1239_186801_186802_541000_1200751_1200751.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_RuminococcaceaebacteriumP7_UnclassifiedRuminococcaceaebacteriumP7strain	0	4480176
1122930	strain	2_1239_186801_186802_541000_100175_100176_1122930	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Papillibacter_Papillibactercinnamivorans	0	181961
1122931	strain	2_976_200643_171549_2005525_375288_574930_1122931	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidesgordonii	0	denovo8701.0
1034345	strain	2_201174_84998_84999_84107_1473205_1473216_1034345	Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Senegalimassilia_Senegalimassiliaanaerobia	0	denovo4408.0
397945	strain	2_1224_28216_80840_80864_12916_80869_397945	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Acidovorax_Acidovoraxcitrulli	0	4355314
1739394	strain	2_976_200643_171549_171551_836_1739394_1739394.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonassp_HMSC065F10_UnclassifiedPorphyromonassp_HMSC065F10strain	0.002751572	174573
244362	strain	2_1239_186801_186802_541000_1263_244362_244362.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcussp_YE71_UnclassifiedRuminococcussp_YE71strain	0	178480
